Id,Sales
1,5060
2,8154
3,9594
4,7339
5,6914
6,5961
7,8786
8,8661
9,5691
10,6281
11,7524
12,8582
13,7491
14,9437
15,6396
16,5073
17,6385
18,10311
19,12764
20,10756
21,7766
22,6379
23,6488
24,4773
25,8876
26,11218
27,9785
28,6373
29,5675
30,5337
31,5796
32,11293
33,7872
34,6174
35,6056
36,8128
37,4331
38,7796
39,4752
40,7317
41,8436
42,5950
43,7909
44,6901
45,4954
46,7384
47,7894
48,11983
49,6764
50,9019
51,7716
52,10326
53,7193
54,10217
55,5223
56,5454
57,6877
58,6483
59,9595
60,8451
61,6150
62,8352
63,6739
64,11144
65,4247
66,13929
67,5455
68,6388
69,9037
70,6184
71,6746
72,6911
73,8182
74,5791
75,5555
76,8335
77,8328
78,7949
79,5053
80,7632
81,11399
82,6992
83,5087
84,7682
85,6331
86,7272
87,7362
88,4429
89,8385
90,6456
91,7920
92,7143
93,4609
94,7901
95,5736
96,8067
97,10161
98,5615
99,5880
100,6986
101,6504
102,6113
103,8700
104,7308
105,8367
106,6305
107,4952
108,7133
109,9054
110,9484
111,8734
112,8682
113,6411
114,9284
115,6326
116,8564
117,9897
118,7352
119,10764
120,8645
121,8497
122,6697
123,7600
124,8760
125,7076
126,4375
127,6338
128,8640
129,7578
130,5444
131,9525
132,7278
133,6024
134,6299
135,6047
136,8080
137,8122
138,7782
139,5877
140,5081
141,7157
142,4174
143,6740
144,5579
145,9787
146,7609
147,7016
148,9290
149,5889
150,5300
151,11518
152,7579
153,8964
154,8339
155,6228
156,6557
157,5786
158,8679
159,12403
160,6952
161,3666
162,5248
163,8799
164,9599
165,7032
166,7898
167,5387
168,6062
169,3522
170,5546
171,6487
172,7251
173,8049
174,6702
175,8576
176,10059
177,8226
178,5293
179,10238
180,11776
181,7102
182,8595
183,5809
184,6876
185,4811
186,8213
187,5696
188,9519
189,7927
190,9901
191,9081
192,6111
193,9353
194,20492
195,11707
196,6424
197,3199
198,6738
199,10845
200,6184
201,12461
202,20856
203,3590
204,5866
205,11190
206,5432
207,10420
208,7696
209,7816
210,4025
211,7590
212,6944
213,8050
214,9335
215,7014
216,6513
217,7498
218,5695
219,5136
220,8337
221,6526
222,6796
223,7691
224,6873
225,5624
226,8074
227,7908
228,9195
229,6462
230,7810
231,6245
232,4082
233,7051
234,8067
235,5779
236,4926
237,10333
238,8269
239,9966
240,7404
241,6425
242,6083
243,4917
244,11013
245,5458
246,8575
247,16579
248,7992
249,9134
250,5614
251,4943
252,8072
253,4612
254,7184
255,11384
256,6037
257,16932
258,15841
259,5315
260,8043
261,5607
262,7332
263,6134
264,11812
265,8228
266,10067
267,5091
268,7474
269,5241
270,9088
271,7876
272,6728
273,7312
274,5927
275,8871
276,10762
277,6001
278,10989
279,7542
280,10183
281,5270
282,5928
283,5896
284,11057
285,7335
286,8895
287,7720
288,9451
289,4856
290,8942
291,6879
292,4490
293,15473
294,19501
295,7959
296,8698
297,10537
298,11396
299,11668
300,6548
301,8140
302,6437
303,9215
304,4454
305,6131
306,6037
307,6105
308,8213
309,5518
310,5270
311,6731
312,4308
313,5123
314,6320
315,7006
316,10103
317,8927
318,8182
319,6924
320,6784
321,12490
322,8687
323,5978
324,4784
325,9557
326,4945
327,7336
328,3752
329,5600
330,8632
331,6721
332,5751
333,9361
334,10994
335,12567
336,6531
337,10417
338,3506
339,5776
340,6912
341,4924
342,8451
343,5796
344,5446
345,9275
346,12758
347,11045
348,5912
349,6261
350,8340
351,7535
352,7092
353,5164
354,7677
355,11229
356,4937
357,6945
358,8374
359,8855
360,14593
361,6735
362,14082
363,7727
364,5789
365,4432
366,6795
367,7037
368,5828
369,8258
370,4987
