Id,Sales
1,4821
2,8066
3,9944
4,7077
5,6605
6,5776
7,8691
8,8585
9,5439
10,6000
11,7361
12,8215
13,7410
14,8861
15,6039
16,4970
17,6177
18,9766
19,12096
20,10463
21,7431
22,6436
23,6396
24,4497
25,8532
26,10782
27,9469
28,6056
29,5448
30,5327
31,5773
32,10831
33,7750
34,5950
35,5895
36,7992
37,4201
38,7592
39,4689
40,7353
41,8641
42,5822
43,7375
44,6647
45,4732
46,7034
47,7645
48,11560
49,6469
50,8527
51,7784
52,10291
53,6952
54,9908
55,5049
56,5374
57,6677
58,6457
59,9614
60,8140
61,5838
62,8043
63,6223
64,10717
65,4091
66,13542
67,5328
68,6150
69,8738
70,6041
71,6407
72,6765
73,7884
74,5561
75,5652
76,7943
77,8157
78,7795
79,4779
80,7304
81,10955
82,6799
83,5448
84,7489
85,6091
86,7620
87,7362
88,4252
89,8310
90,6437
91,7699
92,7784
93,4338
94,9018
95,5574
96,7733
97,9794
98,5369
99,5771
100,6597
101,6206
102,6008
103,8332
104,6836
105,8085
106,6089
107,4768
108,7013
109,9299
110,9205
111,8336
112,8383
113,6415
114,9214
115,6076
116,8355
117,9648
118,7267
119,10531
120,8436
121,8386
122,6581
123,7402
124,8499
125,6598
126,4124
127,6158
128,8192
129,7307
130,5428
131,9030
132,6617
133,5898
134,6168
135,5798
136,7778
137,7923
138,7819
139,5642
140,4971
141,7062
142,4012
143,6687
144,5314
145,9497
146,7189
147,6828
148,8418
149,5819
150,5219
151,11151
152,7367
153,8632
154,7916
155,6126
156,6232
157,5499
158,8293
159,12284
160,7234
161,3524
162,5210
163,8580
164,9319
165,6543
166,7628
167,5346
168,5972
169,3397
170,5404
171,6394
172,6877
173,7577
174,6798
175,7990
176,9878
177,7980
178,5088
179,9792
180,11292
181,7091
182,8258
183,5854
184,6740
185,4705
186,8425
187,5447
188,9510
189,7763
190,9569
191,8982
192,6028
193,8900
194,19549
195,11395
196,6127
197,3139
198,6455
199,10968
200,5774
201,11759
202,20178
203,3436
204,5546
205,10885
206,5388
207,10024
208,7541
209,7515
210,3644
211,7545
212,6834
213,8043
214,8888
215,6774
216,6205
217,6970
218,5424
219,4893
220,8032
221,6642
222,6500
223,7458
224,6465
225,5676
226,7634
227,7508
228,8902
229,7122
230,7585
231,6135
232,3944
233,6661
234,7976
235,5634
236,4762
237,10095
238,8131
239,10058
240,7118
241,6214
242,5828
243,4979
244,10488
245,5226
246,8456
247,16307
248,7732
249,8948
250,5368
251,4764
252,7658
253,4451
254,6988
255,11302
256,5761
257,16465
258,15171
259,4885
260,7815
261,5867
262,7132
263,5809
264,12048
265,7814
266,10075
267,4801
268,7203
269,5000
270,9438
271,7683
272,6333
273,7259
274,5496
275,8426
276,10640
277,5694
278,10559
279,7341
280,10153
281,5416
282,5674
283,5745
284,10464
285,7408
286,8571
287,7485
288,9077
289,4630
290,8916
291,6719
292,4400
293,14977
294,18961
295,7674
296,8675
297,10223
298,10973
299,11444
300,6260
301,7713
302,6377
303,8955
304,4223
305,5964
306,5836
307,5943
308,7956
309,5226
310,5147
311,6334
312,3916
313,4836
314,6139
315,6721
316,9865
317,8798
318,7564
319,6694
320,6677
321,12483
322,8610
323,5651
324,4609
325,9504
326,4749
327,6870
328,3793
329,5390
330,8832
331,6762
332,5860
333,9488
334,10501
335,12278
336,6562
337,10318
338,3405
339,5508
340,6635
341,4607
342,8272
343,5687
344,5254
345,8958
346,12377
347,10923
348,5768
349,6307
350,9386
351,7383
352,7090
353,5032
354,7397
355,10947
356,4595
357,6528
358,8194
359,8458
360,14349
361,6617
362,14161
363,7372
364,5585
365,4300
366,6655
367,6723
368,5414
369,8122
370,4728
371,5023
372,7689
373,3782
374,7820
375,7016
376,8502
377,8609
378,5884
379,9662
380,6614
381,5169
382,5241
383,5965
384,11658
385,6980
386,5242
387,8082
388,9087
389,7300
390,6825
391,8982
392,5559
393,5580
394,6134
395,9128
396,6756
397,6650
398,5821
399,5750
400,4126
401,6130
402,8911
403,9254
404,10882
405,12093
406,8612
407,5746
408,5297
409,10964
410,10276
411,8141
412,9092
413,8996
414,5739
415,4166
416,11089
417,5545
418,6916
419,6717
420,3560
421,12332
422,6179
423,5615
424,4886
425,5974
426,7018
427,9095
428,6938
429,4629
430,6192
431,4550
432,3783
433,7652
434,18713
435,5887
436,5843
437,6989
438,5489
439,5924
440,5005
441,4674
442,7353
443,7589
444,4291
445,9185
446,6184
447,5296
448,9524
449,8862
450,11250
451,6116
452,7953
453,5151
454,6466
455,15161
456,9964
457,7021
458,5580
459,5002
460,6034
461,5877
462,12301
463,5391
464,6198
465,7619
466,4961
467,6887
468,7627
469,8747
470,7474
471,4351
472,5770
473,7717
474,9985
475,9362
476,6971
477,5044
478,7556
479,6467
480,5004
481,8310
482,7610
483,6882
484,6335
485,6894
486,8195
487,5899
488,7131
489,7128
490,6480
491,9880
492,6445
493,5200
494,12305
495,7399
496,3803
497,8490
498,10937
499,11534
500,5276
501,6448
502,6187
503,7751
504,6303
505,8507
506,3691
507,6525
508,7068
509,6148
510,5116
511,7159
512,9405
513,5399
514,9338
515,7512
516,9512
517,5047
518,6918
519,6258
520,7903
521,8585
522,6231
523,7509
524,8785
525,8236
526,4935
527,4247
528,7638
529,7818
530,8572
531,8133
532,6237
533,9401
534,7514
535,7648
536,8317
537,6411
538,8882
539,11128
540,8476
541,5110
542,6268
543,4805
544,0
545,8797
546,5900
547,8857
548,4879
549,8125
550,6715
551,11565
552,4531
553,5929
554,6238
555,8494
556,6007
557,7917
558,8043
559,10378
560,7350
561,7324
562,6411
563,5035
564,5534
565,10610
566,10072
567,7651
568,15172
569,6932
570,5778
571,6724
572,8660
573,10082
574,7103
575,8208
576,8296
577,7485
578,6581
579,6375
580,5849
581,5274
582,4469
583,5889
584,9790
585,16836
586,6457
587,5416
588,7666
589,4073
590,6684
591,4307
592,9581
593,6495
594,6753
595,14579
596,10563
597,7484
598,7118
599,3830
600,6154
601,5884
602,9474
603,5059
604,4275
605,6595
606,5912
607,8379
608,6946
609,3383
610,7690
611,8024
612,8631
613,5277
614,4889
615,8282
616,3898
617,9921
618,5867
619,5706
620,7645
621,6650
622,5057
623,7295
624,7518
625,9666
626,10191
627,6255
628,4400
629,5888
630,9196
631,5326
632,6914
633,6632
634,12067
635,8659
636,6514
637,7614
638,4741
639,9530
640,6584
641,14709
642,6740
643,6006
644,5348
645,3730
646,8085
647,18232
648,4482
649,5034
650,10353
651,7115
652,7088
653,8277
654,6625
655,5298
656,5302
657,9807
658,6224
659,7903
660,7217
661,4562
662,7324
663,5981
664,3885
665,9512
666,9296
667,4677
668,7845
669,7545
670,5140
671,9810
672,6397
673,9511
674,4830
675,5627
676,6925
677,0
678,7816
679,4596
680,6473
681,5044
682,5780
683,5792
684,7114
685,7721
686,8262
687,6145
688,8124
689,6740
690,8937
691,9312
692,7361
693,3595
694,5840
695,7934
696,4805
697,12252
698,6528
699,9371
700,11827
701,6663
702,5058
703,11544
704,10527
705,5781
706,9924
707,11352
708,6004
709,5329
710,7249
711,6227
712,5699
713,7595
714,5385
715,6240
716,7815
717,7352
718,8556
719,6409
720,7544
721,5029
722,8564
723,7234
724,6871
725,7016
726,7712
727,9865
728,6127
729,5331
730,6796
731,7274
732,8036
733,4744
734,4558
735,8437
736,6564
737,6087
738,8452
739,7264
740,6985
741,5245
742,5362
743,7146
744,6687
745,6867
746,10640
747,9227
748,4970
749,10322
750,3868
751,3932
752,7170
753,11494
754,9125
755,7625
756,5710
757,7287
758,11098
759,6475
760,9658
761,6702
762,5203
763,5399
764,5778
765,6125
766,4949
767,5674
768,4288
769,7439
770,7683
771,5745
772,6500
773,7489
774,6029
775,5476
776,9355
777,8409
778,6772
779,4284
780,13814
781,6939
782,5935
783,9906
784,8676
785,7852
786,6526
787,7921
788,9831
789,14565
790,5179
791,5158
792,5350
793,7911
794,6572
795,8489
796,9483
797,6283
798,4706
799,7075
800,9716
801,5089
802,7525
803,4374
804,8206
805,8090
806,7917
807,9743
808,6511
809,3804
810,7188
811,7485
812,9080
813,8037
814,7936
815,7461
816,4580
817,9961
818,4556
819,11050
820,6097
821,4338
822,7295
823,6694
824,7616
825,7556
826,4029
827,4827
828,7638
829,9912
830,9738
831,4944
832,6766
833,9123
834,6752
835,6090
836,10232
837,8844
838,11175
839,4272
840,5615
841,0
842,9374
843,6062
844,10990
845,6848
846,5202
847,6016
848,4835
849,5427
850,6787
851,5142
852,5833
853,11017
854,7540
855,21625
856,6748
857,5017
858,8464
859,9716
860,6337
861,6840
862,5785
863,9313
864,8804
865,6216
866,6049
867,7169
868,8517
869,7288
870,8760
871,6135
872,5059
873,5958
874,10453
875,11517
876,10828
877,7793
878,5681
879,6145
880,5055
881,8763
882,10577
883,9709
884,6567
885,5888
886,5123
887,5911
888,11956
889,7589
890,5556
891,6024
892,8617
893,4230
894,7818
895,4676
896,6725
897,8577
898,5850
899,7151
900,6693
901,5391
902,7191
903,7548
904,10926
905,6102
906,8917
907,7989
908,10303
909,6989
910,10171
911,5203
912,5047
913,7081
914,5996
915,9298
916,7815
917,5953
918,7551
919,6982
920,10036
921,4245
922,14929
923,5663
924,6675
925,9246
926,6239
927,6544
928,6677
929,7799
930,5304
931,5591
932,8220
933,8075
934,8214
935,4838
936,7239
937,11052
938,6739
939,5211
940,7109
941,6183
942,8050
943,7395
944,4295
945,8293
946,6737
947,7622
948,8147
949,4454
950,7816
951,5803
952,7873
953,10273
954,5396
