Id,Sales
1,7595
2,7595
3,7595
4,7595
5,7595
6,7595
7,7595
8,7595
9,7595
10,7595
11,7595
12,7595
13,7595
14,7595
15,7595
16,7595
17,7595
18,7595
19,7595
20,7595
21,7595
22,7595
23,7595
24,7595
25,7595
26,7595
27,7595
28,7595
29,7595
30,7595
31,7595
32,7595
33,7595
34,7595
35,7595
36,7595
37,7595
38,7595
39,7595
40,7595
41,7595
42,7595
43,7595
44,7595
45,7595
46,7595
47,7595
48,7595
49,7595
50,7595
51,7595
52,7595
53,7595
54,7595
55,7595
56,7595
57,7595
58,7595
59,7595
60,7595
61,7595
62,7595
63,7595
64,7595
65,7595
66,7595
67,7595
68,7595
69,7595
70,7595
71,7595
72,7595
73,7595
74,7595
75,7595
76,7595
77,7595
78,7595
79,7595
80,7595
81,7595
82,7595
83,7595
84,7595
85,7595
86,7595
87,7595
88,7595
89,7595
90,7595
91,7595
92,7595
93,7595
94,7595
95,7595
96,7595
97,7595
98,7595
99,7595
100,7595
101,7595
102,7595
103,7595
104,7595
105,7595
106,7595
107,7595
108,7595
109,7595
110,7595
111,7595
112,7595
113,7595
114,7595
115,7595
116,7595
117,7595
118,7595
119,7595
120,7595
121,7595
122,7595
123,7595
124,7595
125,7595
126,7595
127,7595
128,7595
129,7595
130,7595
131,7595
132,7595
133,7595
134,7595
135,7595
136,7595
137,7595
138,7595
139,7595
140,7595
141,7595
142,7595
143,7595
144,7595
145,7595
146,7595
147,7595
148,7595
149,7595
150,7595
151,7595
152,7595
153,7595
154,7595
155,7595
156,7595
157,7595
158,7595
159,7595
160,7595
161,7595
162,7595
163,7595
164,7595
165,7595
166,7595
167,7595
168,7595
169,7595
170,7595
171,7595
172,7595
173,7595
174,7595
175,7595
176,7595
177,7595
178,7595
179,7595
180,7595
181,7595
182,7595
183,7595
184,7595
185,7595
186,7595
187,7595
188,7595
189,7595
190,7595
191,7595
192,7595
193,7595
194,7595
195,7595
196,7595
197,7595
198,7595
199,7595
200,7595
201,7595
202,7595
203,7595
204,7595
205,7595
206,7595
207,7595
208,7595
209,7595
210,7595
211,7595
212,7595
213,7595
214,7595
215,7595
216,7595
217,7595
218,7595
219,7595
220,7595
221,7595
222,7595
223,7595
224,7595
225,7595
226,7595
227,7595
228,7595
229,7595
230,7595
231,7595
232,7595
233,7595
234,7595
235,7595
236,7595
237,7595
238,7595
